hs8,description,total_for_all_countries,china,participation_in_us_imports_china,mexico,participation_in_us_imports_mexico,el_salvador,participation_in_us_imports_el_salvador,n°,sector,section_232,log_el_salvador,log_total_for_all_countries,log_china,log_mexico
95069960,"Athletic and sports articles and equipment nesoi, and parts & accessories thereof nesoi",783.531508666667,497.001042666667,0.6343089424858127,23.6299446666667,0.030158257077469285,0.534849333333333,0.0006826136886868586,15,Juguetes y artículos de recreo,Yes,-0.6257701916861672,6.66381127626081,6.208592124015287,3.162514749539989
84145965,"Other fans, nesoi",2683.46667133333,450.490968333333,0.1678764909383049,494.879062,0.18441781568843194,0.539402,0.00020100939048815845,16,Maquinaria y aparatos mecánicos,Yes,-0.6172941604598737,7.894864771690056,6.110338028752716,6.204313413525975
84133010,"Fuel-injection pumps for compression-ignition engines, not fitted with a measuring device",657.026662,17.2107793333333,0.026194948133373162,189.755462333333,0.2888093791440887,0.500723,0.0007621045369388678,17,Maquinaria y aparatos mecánicos,Yes,-0.6917022250112155,6.487724599091952,2.8455358929479257,5.245736202861839
73262000,"Iron or steel, articles of wire, nesoi",480.178293,149.208587,0.31073580204509577,99.0966223333333,0.20637463995760696,0.346200666666667,0.0007209835840427443,18,Metalmecanica,Yes,-1.0607367105727112,6.174157478683784,5.005345239732817,4.596095357337665
83024960,"Iron or steel, aluminum, or zinc, mountings, fittings & similar articles nesoi, and base metal parts thereof",518.562135333333,128.538538333333,0.24787490172360566,45.9942656666667,0.08869576571976562,0.659147666666667,0.0012711064340302542,19,Metalmecanica,Yes,-0.4168076926969367,6.25105985719819,4.856228768580315,3.8285167292981743
84798995,"Other machines and mechanical appliances having individual functions, not specified or included elsewhere in chapter 84, nesoi",5969.36055533333,511.549988666667,0.08569594413418741,597.042757666667,0.10001787496874161,0.164205,2.7507971495086003e-05,21,Maquinaria y aparatos mecánicos,Yes,-1.8066396317575069,8.69439509099059,6.23744531017006,6.391988731710138
76151091,"Aluminum, table, kitchen or other household articles (o/than cooking or kitchen ware) and parts thereof",122.608923,67.7830236666667,0.5528392388428914,7.17711066666667,0.05853660966148989,0.158695333333333,0.0012943212406598906,22,Metalmecanica,Yes,-1.84076905746919,4.80899980225661,4.216311775196695,1.9708968879565678
76169951,"Aluminum, articles, nesoi",2164.86333533333,531.848783666667,0.24567314480605623,483.983207666667,0.22356293802358976,0.105381666666667,4.8678207509316564e-05,24,Metalmecanica,Yes,-2.250166598548242,7.680112513886797,6.276359207709381,6.182050211211169
84099150,"Parts nesoi, used solely or principally with spark-ignition internal-combustion piston engines for vehicles of head 8701.2, 8702-8704",4909.652017,435.011301333333,0.08860328590031984,1988.21408033333,0.4049602850566608,0.109188333333333,2.22395259287748e-05,25,Maquinaria y aparatos mecánicos,Yes,-2.2146810589857164,8.49895834597558,6.075372010827835,7.594992067703139
73089095,"Iron or steel, structures (excluding prefab structures of 9406) and parts of structures, nesoi",4671.23718733333,525.857505333333,0.11257349696548578,1203.12763666667,0.25756081064115255,0.791634333333333,0.00016946995016222958,26,Metalmecanica,Yes,-0.23365569412083023,8.4491792379184,6.265030273628912,7.092679808988902
83024940,"Base metal harness, saddlery or riding-bridle hardware, not coated or plated w/prec. metal, and base metal parts thereof",29.2123903333333,9.887445,0.33846750940876486,1.85629833333333,0.06354489694789436,0.282426,0.009668020890359423,27,Metalmecanica,Yes,-1.2643387096123786,3.3745929457572297,2.291265770499287,0.6185843613892554
73211110,"Iron or steel, portable non-electric domestic cooking appliances and plate warmers, for gas fuel or for both gas and other fuels",239.764247666667,214.047964666667,0.892743462587666,3.16608933333333,0.013205010188737546,0.185841666666667,0.0007751016612161207,28,Metalmecanica,Yes,-1.6828602222720632,5.479656139178915,5.366200123863977,1.152497177527367
83063000,"Base metal photograph, picture or similar frames; base metal mirrors; base metal parts thereof",76.0041256666667,51.638334,0.6794148810614783,1.21691633333333,0.016011187848806948,0.052863,0.000695528032673419,29,Metalmecanica,Yes,-2.9400516177274336,4.330787623900669,3.9442643036454696,0.1963200633539752
85118060,"Electrical ignition or starting equipment of a kind used for spark-ignition internal-combustion or compression-ignition engines, nesoi",106.516746333333,7.845211,0.07365237176367774,12.731426,0.11952511166796567,0.078517,0.0007371329176192566,30,Maquinaria y aparatos mecánicos,Yes,-2.5444401171300624,4.66830221535467,2.0599032819354752,2.544073425148775
83024230,"Iron or steel, aluminum, or zinc mountings, fittings & similar articles, suitable for furniture, and base metal parts thereof",995.779119,433.058132,0.43489376683746267,85.5047203333333,0.0858671553779923,0.0869306666666667,8.72991459732213e-05,31,Metalmecanica,Yes,-2.442644412914857,6.9035254649181335,6.0708719730327925,4.448571582995775
84212300,Oil or fuel filters for internal combustion engines,1411.39869633333,215.731437333333,0.15284939535071224,400.569633666667,0.2838104036140221,0.0636366666666667,4.5087661503435054e-05,32,Maquinaria y aparatos mecánicos,Yes,-2.754565454843678,7.25233647489713,5.374034288409614,5.992887618228454
84133090,"Fuel, lubricating or cooling medium pumps for internal-combustion piston engines, not fitted with a measuring device, nesoi",2285.71964333333,256.783957,0.11234271786085043,724.757465666667,0.31708064800534,0.0553823333333333,2.4229714039893213e-05,33,Maquinaria y aparatos mecánicos,Yes,-2.893494628986173,7.734436196122189,5.54823509712287,6.585837068772051
73202050,"Iron or steel, helical springs (o/than suitable for motor-vehicle suspension)",310.632928333333,39.76006,0.12799692618979017,88.661706,0.28542275436060394,0.0725616666666667,0.0002335929647123645,34,Metalmecanica,Yes,-2.6233185039425413,5.738611920334689,3.6828628908415606,4.484828071180056
85159040,"Parts of electric soldering or brazing machines & apparatus, & electric apparatus for hot spraying of metals or sintered metal carbides",170.890354,12.7706936666667,0.07473033654472212,8.14470133333333,0.04766039242527013,0.0644783333333333,0.0003773082085916523,35,Maquinaria y aparatos mecánicos,Yes,-2.7414260289259307,5.1410221461646595,2.547152988590054,2.0973675726687824
40091200,"Tubes, pipes and hoses of vulcanized rubber other than hard rubber, not reinforced or combined w/other materials, with fittings",170.642249333333,24.3375353333333,0.14262315123256664,65.301526,0.38268087917922267,0.0613223333333333,0.0003593619609030475,36,Plasticos y caucho,Yes,-2.7916111739520932,5.139569255823362,3.19201982250346,4.179015405075183
76101000,"Aluminum, doors, windows and their frames and thresholds for doors",1329.81825633333,203.003605666667,0.15265515020556497,56.98419,0.04285111121659653,0.128925,9.694933829189654e-05,37,Metalmecanica,Yes,-2.048524439045114,7.192797562504987,5.31322374078881,4.0427738609397625
85013220,"DC motors nesoi, of an output exceeding 750 W but not exceeding 14.92 kW",445.669421,60.1222103333333,0.13490315354917137,188.235810333333,0.4223664480075087,0.055818,0.00012524529925062998,38,Maquinaria y aparatos mecánicos,Yes,-2.8856588809676604,6.099577468669036,4.0963793295671165,5.2376954871236725
94038960,Furniture (o/than seats & o/than of 9402) of materials nesoi,1086.796923,412.208277,0.3792873059137286,22.0847316666667,0.020320936873564094,0.0697093333333333,6.41420046910947e-05,39,Muebles y mobiliario,Yes,-2.6634210629590056,6.990990046300485,6.021528748312981,3.0948864949482657
76151050,"Aluminum, cast cooking and kitchen ware, not enameled or glazed and not containing nonstick interior finishes",21.0787623333333,8.70577833333333,0.41301183606811115,1.002658,0.04756721405859905,0.0510236666666667,0.0024206196673122243,44,Metalmecanica,Yes,-2.9754657016091928,3.048266009109519,2.16398698143832,0.0026544737651061994
